Symbol;Name;Country;IPO Year;Sector;Industry
CHGG;Chegg Inc. Common Stock;;2013;Consumer Services;Other Consumer Services
CHH;Choice Hotels International Inc. Common Stock;United States;;Consumer Services;Hotels/Resorts
CHI;Calamos Convertible Opportunities and Income Fund Common Stock;United States;2002;;
CHKP;Check Point Software Technologies Ltd. Ordinary Shares;Israel;1996;Technology;Computer Software: Prepackaged Software
CHMA;Chiasma Inc. Common Stock;United States;2015;Health Care;Major Pharmaceuticals
CHMG;Chemung Financial Corp Common Stock;United States;;Finance;Major Banks
CHMI;Cherry Hill Mortgage Investment Corporation Common Stock;;2013;Consumer Services;Real Estate Investment Trusts
CHMI.PRA;Cherry Hill Mortgage Investment Corporation;;;;
CHMI.PRB;Cherry Hill Mortgage Investment Corporation;;;;
CHN;China Fund Inc. (The) Common Stock;United States;;;
CHNG;Change Healthcare Inc. Common Stock;United States;2019;Technology;EDP Services
CHNGU;Change Healthcare Inc. Tangible Equity Units;United States;2019;Technology;EDP Services
CHNR;China Natural Resources Inc. Common Stock;Hong Kong;;Basic Industries;Precious Metals
CHPM;CHP Merger Corp. Class A Common Stock;United States;2020;Finance;Business Services
CHPMU;CHP Merger Corp. Unit;United States;2019;Finance;Business Services
CHPMW;CHP Merger Corp. Warrant;United States;2020;Finance;Business Services
CHRA;Charah Solutions Inc. Common Stock;United States;2018;Basic Industries;Environmental Services
CHRS;Coherus BioSciences Inc. Common Stock;United States;2014;Health Care;Biotechnology: Biological Products (No Diagnostic Substances)
CHRW;C.H. Robinson Worldwide Inc. Common Stock;United States;1997;Transportation;Oil Refining/Marketing
CHS;Chico's FAS Inc. Common Stock;United States;;Consumer Services;Clothing/Shoe/Accessory Stores
CHSCL;CHS Inc Class B Cumulative Redeemable Preferred Stock Series 4;United States;;Consumer Services;Farming/Seeds/Milling
CHSCM;CHS Inc Class B Reset Rate Cumulative Redeemable Preferred Stock Series 3;United States;;Consumer Services;Farming/Seeds/Milling
CHSCN;CHS Inc Preferred Class B Series 2 Reset Rate;United States;;Consumer Services;Farming/Seeds/Milling
CHSCO;CHS Inc. Class B Cumulative Redeemable Preferred Stock;United States;;Consumer Services;Farming/Seeds/Milling
CHSCP;CHS Inc. 8%  Cumulative Redeemable Preferred Stock;United States;;Consumer Services;Farming/Seeds/Milling
CHT;Chunghwa Telecom Co. Ltd.;Taiwan;;Public Utilities;Telecommunications Equipment
CHTR;Charter Communications Inc. Class A Common Stock New;United States;;Consumer Services;Television Services
CHUY;Chuy's Holdings Inc. Common Stock;United States;2012;Consumer Services;Restaurants
CHW;Calamos Global Dynamic Income Fund Common Stock;United States;2007;;
CHWY;Chewy Inc. Class A Common Stock;;2019;Consumer Services;Catalog/Specialty Distribution
CHX;ChampionX Corporation Common Stock ;United States;;Technology;Industrial Machinery/Components
CHY;Calamos Convertible and High Income Fund Common Stock;United States;2003;;
CI;Cigna Corporation Common Stock;United States;;Health Care;Medical Specialities
CIA;Citizens Inc. Class A Common Stock ($1.00 Par);United States;;Finance;Life Insurance
CIB;BanColombia S.A. Common Stock;Colombia;;Finance;Commercial Banks
CIDM;Cinedigm Corp. Class A Common Stock;United States;;Consumer Services;Consumer Electronics/Video Chains
CIEN;Ciena Corporation Common Stock;United States;1997;Public Utilities;Telecommunications Equipment
CIF;MFS Intermediate High Income Fund Common Stock;United States;;;
CIG;Comp En De Mn Cemig ADS American Depositary Shares;Brazil;;Public Utilities;Electric Utilities: Central
CIG.C;Comp En De Mn Cemig ADS American Depositary Receipts;Brazil;;;
CIGI;Colliers International Group Inc. Subordinate Voting Shares;Canada;;Finance;Real Estate
CIH;China Index Holdings Limited American Depository Shares;China;;Technology;EDP Services
CII;Blackrock Capital and Income Fund Inc.;United States;2004;;
CIIC;CIIG Merger Corp. Class A Common Stock;United States;2020;Finance;Business Services
CIICU;CIIG Merger Corp. Units;United States;2019;Finance;Business Services
CIICW;CIIG Merger Corp. Warrants;United States;2020;Finance;Business Services
CIK;Credit Suisse Asset Management Income Fund Inc. Common Stock;United States;;;
CIM;Chimera Investment Corporation Common Stock;United States;2007;Consumer Services;Real Estate Investment Trusts
CIM.PRA;Chimera Investment Corporation;;;;
CIM.PRB;Chimera Investment Corporation;;;;
CIM.PRC;Chimera Investment Corporation;;;;
CIM.PRD;Chimera Investment Corporation;;;;
CINF;Cincinnati Financial Corporation Common Stock;United States;;Finance;Property-Casualty Insurers
CINR;Ciner Resources LP Common Units representing Limited Partner Interests;;2013;Basic Industries;Mining & Quarrying of Nonmetallic Minerals (No Fuels)
CIO;City Office REIT Inc. Common Stock;;2014;Consumer Services;Real Estate Investment Trusts
CIO.PRA;City Office REIT Inc.;;;;
CIR;CIRCOR International Inc. Common Stock;United States;;Capital Goods;Metal Fabrications
CIT;CIT Group Inc (DEL) Common Stock;United States;;Finance;Major Banks
CIT.PRB;CIT Group Inc (DEL);;;;
CIVB;Civista Bancshares Inc. Common Stock;United States;;Finance;Major Banks
CIX;CompX International Inc. Common Stock;United States;1998;Capital Goods;Industrial Machinery/Components
CIXX;CI Financial Corp. Common Shares;;;Finance;Investment Managers
CIZN;Citizens Holding Company Common Stock;United States;;Finance;Major Banks
CJJD;China Jo-Jo Drugstores Inc. Common Stock;China;;Health Care;Medical/Nursing Services
CKH;SEACOR Holdings Inc. Common Stock;United States;;Transportation;Marine Transportation
CKPT;Checkpoint Therapeutics Inc. Common Stock;United States;;Health Care;Major Pharmaceuticals
CKX;CKX Lands Inc. Common Stock;United States;;Energy;Oil & Gas Production
CL;Colgate-Palmolive Company Common Stock;United States;;Consumer Non-Durables;Package Goods/Cosmetics
CLA;Colonnade Acquisition Corp. Class A Ordinary Shares;United States;2020;Capital Goods;Industrial Machinery/Components
CLA.U;Colonnade Acquisition Corp. Units each consisting of one Class A ordinary share and one-half of one redeemable warrant;United States;2020;;
CLA.WS;Colonnade Acquisition Corp. Warrants each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50 per share;United States;;;
CLAR;Clarus Corporation Common Stock;United States;;Consumer Non-Durables;Recreational Products/Toys
CLAS.U;Class Acceleration Corp. Units each consisting of one share of Class A common stock and one-half of one redeemable warrant;;2021;;
CLB;Core Laboratories N.V. Common Stock;Netherlands;1995;Energy;Oilfield Services/Equipment
CLBK;Columbia Financial Inc. Common Stock;United States;2018;Finance;Savings Institutions
CLBS;Caladrius Biosciences Inc. Common Stock;United States;;Health Care;Misc Health and Biotechnology Services
CLCT;Collectors Universe Inc.;United States;1999;Miscellaneous;Business Services
CLDB;Cortland Bancorp Common Stock;United States;;Finance;Savings Institutions
CLDR;Cloudera Inc. Common Stock;Canada;2017;Technology;Computer Software: Prepackaged Software
CLDT;Chatham Lodging Trust (REIT) Common Shares of Beneficial Interest;United States;2010;Consumer Services;Real Estate Investment Trusts
CLDX;Celldex Therapeutics Inc.;United States;;Health Care;Biotechnology: In Vitro & In Vivo Diagnostic Substances
CLEU;China Liberal Education Holdings Limited Ordinary Shares;China;2020;Consumer Services;Other Consumer Services
CLF;Cleveland-Cliffs Inc. Common Stock;United States;;Basic Industries;Precious Metals
CLFD;Clearfield Inc. Common Stock;United States;;Public Utilities;Telecommunications Equipment
CLGN;CollPlant Biotechnologies Ltd American Depositary Shares;Israel;;;
CLGX;CoreLogic Inc. Common Stock;United States;;Technology;EDP Services
CLH;Clean Harbors Inc. Common Stock;United States;;Basic Industries;Environmental Services
CLI;Mack-Cali Realty Corporation Common Stock;United States;;Consumer Services;Real Estate Investment Trusts
CLII;Climate Change Crisis Real Impact I Acquisition Corporation Class A Common Stock;United States;2020;Finance;Business Services
CLII.U;Climate Change Crisis Real Impact I Acquisition Corporation Units each consisting of one share of Class A Common Stock and one-half of one Warrant;United States;2020;;
CLII.WS;Climate Change Crisis Real Impact I Acquisition Corporation Warrants each whole warrant exercisable for one share of Class A Common Stock at an exercise price of $11.50;United States;;;
CLIM.U;Climate Real Impact Solutions II Acquisition Corporation Units each consisting of one share of Class A common stock and one-fifth of one redeemable warrant;;2021;;
CLIR;ClearSign Technologies Corporation Common Stock;United States;2012;Capital Goods;Industrial Machinery/Components
CLLS;Cellectis S.A. American Depositary Shares;France;2015;Health Care;Biotechnology: Biological Products (No Diagnostic Substances)
CLM;Cornerstone Strategic Value Fund Inc. New Common Stock;United States;1987;;
CLMT;Calumet Specialty Products Partners L.P. Common Units;United States;2006;Energy;Integrated oil Companies
CLNC;Colony Credit Real Estate Inc. Class A Common Stock;;2018;Consumer Services;Real Estate Investment Trusts
CLNE;Clean Energy Fuels Corp. Common Stock;United States;2007;Public Utilities;Natural Gas Distribution
CLNN;Clene Inc. Common Stock;United States;;Health Care;Major Pharmaceuticals
CLNNW;Clene Inc. Warrant;United States;;Health Care;Major Pharmaceuticals
CLNY;Colony Capital Inc.;United States;2014;Consumer Services;Real Estate Investment Trusts
CLNY.PRG;Colony Capital Inc.;;;;
CLNY.PRH;Colony Capital Inc.;;;;
CLNY.PRI;Colony Capital Inc.;;;;
CLNY.PRJ;Colony Capital Inc.;;;;
CLOV;Clover Health Investments Corp. Class A Common Stock;United States;;Health Care;Medical Specialities
CLOVW;Clover Health Investments Corp. Warrants;United States;;Health Care;Medical Specialities
CLPR;Clipper Realty Inc. Common Stock;United States;2017;Consumer Services;Real Estate Investment Trusts
CLPS;CLPS Incorporation Common Stock;China;2018;Technology;Computer Software: Prepackaged Software
CLPT;ClearPoint Neuro Inc. Common Stock;United States;;Health Care;Medical/Dental Instruments
CLR;Continental Resources Inc. Common Stock;United States;2007;Energy;Oil & Gas Production
CLRB;Cellectar Biosciences Inc.  Common Stock;United States;;Health Care;Major Pharmaceuticals
CLRBZ;Cellectar Biosciences Inc. Series A Warrants;United States;;Health Care;Major Pharmaceuticals
CLRM;Clarim Acquisition Corp.;United States;;;
CLRMU;Clarim Acquisition Corp. Unit;United States;;;
CLRMW;Clarim Acquisition Corp.;United States;;;
CLRO;ClearOne Inc. (DE) Common Stock;United States;;Public Utilities;Telecommunications Equipment
CLS;Celestica Inc. Common Stock;Canada;1998;Technology;Electrical Products
CLSD;Clearside Biomedical Inc. Common Stock;United States;2016;Health Care;Major Pharmaceuticals
CLSK;CleanSpark Inc. Common Stock;United States;;Technology;EDP Services
CLSN;Celsion Corporation Common Stock;United States;;Health Care;Major Pharmaceuticals
CLVR;Clever Leaves Holdings Inc. Common Shares;United States;;Health Care;Major Pharmaceuticals
CLVRW;Clever Leaves Holdings Inc. Warrant;United States;;Health Care;Major Pharmaceuticals
CLVS;Clovis Oncology Inc. Common Stock;United States;2011;Health Care;Major Pharmaceuticals
CLW;Clearwater Paper Corporation Common Stock;United States;;Basic Industries;Paper
CLWT;Euro Tech Holdings Company Limited Common Stock;Hong Kong;1997;Consumer Durables;Diversified Electronic Products
CLX;Clorox Company (The) Common Stock;United States;;Consumer Durables;Specialty Chemicals
CLXT;Calyxt Inc. Common Stock;United States;2017;Basic Industries;Agricultural Chemicals
CM;Canadian Imperial Bank of Commerce Common Stock;Canada;;Finance;Commercial Banks
CMA;Comerica Incorporated Common Stock;United States;;Finance;Major Banks
CMBM;Cambium Networks Corporation Ordinary Shares;Cayman Islands;2019;Technology;Radio And Television Broadcasting And Communications Equipment
CMC;Commercial Metals Company Common Stock;United States;;Basic Industries;Steel/Iron Ore
CMCL;Caledonia Mining Corporation Plc Common Shares;Canada;;Basic Industries;Precious Metals
CMCM;Cheetah Mobile Inc. American Depositary Shares each representing 10 Class Ordinary Shares;;2014;Technology;Computer Software: Prepackaged Software
CMCO;Columbus McKinnon Corporation Common Stock;United States;1996;Capital Goods;Construction/Ag Equipment/Trucks
CMCSA;Comcast Corporation Class A Common Stock;United States;;Consumer Services;Television Services
CMCT;CIM Commercial Trust Corporation Common stock;United States;;Consumer Services;Real Estate Investment Trusts
CMCTP;CIM Commercial Trust Corporation Series L Preferred Stock;United States;;Consumer Services;Real Estate Investment Trusts
CMD;Cantel Medical Corp. Common Stock;United States;;Health Care;Medical/Dental Instruments
CME;CME Group Inc. Class A Common Stock;United States;2002;Finance;Investment Bankers/Brokers/Service
CMFNL;CM Finance Inc 6.125% Notes due 2023;United States;;;
CMG;Chipotle Mexican Grill Inc. Common Stock;United States;2006;Consumer Services;Restaurants
CMI;Cummins Inc. Common Stock;United States;;Energy;Industrial Machinery/Components
CMLF;CM Life Sciences Inc. Class A Common Stock;United States;2020;Finance;Business Services
CMLFU;CM Life Sciences Inc. Unit;United States;2020;Finance;Business Services
CMLFW;CM Life Sciences Inc. Warrant;United States;2020;Finance;Business Services
CMLS;Cumulus Media Inc. Class A Common Stock;United States;;Consumer Services;Broadcasting
CMO;Capstead Mortgage Corporation Common Stock;United States;;Consumer Services;Real Estate Investment Trusts
CMO.PRE;Capstead Mortgage Corporation;;;;
CMP;Compass Minerals Intl Inc Common Stock;United States;2003;Basic Industries;Mining & Quarrying of Nonmetallic Minerals (No Fuels)
CMPI;Checkmate Pharmaceuticals Inc. Common Stock;United States;2020;Health Care;Biotechnology: Biological Products (No Diagnostic Substances)
CMPR;Cimpress plc Ordinary Shares (Ireland);Netherlands;;Miscellaneous;Publishing
CMPS;COMPASS Pathways Plc American Depository Shares;United Kingdom;2020;Health Care;Major Pharmaceuticals
CMRE;Costamare Inc. Common Stock $0.0001 par value;Greece;2010;Transportation;Marine Transportation
CMRE.PRB;Costamare Inc.;;;;
CMRE.PRC;Costamare Inc.;;;;
CMRE.PRD;Costamare Inc.;;;;
CMRE.PRE;Costamare Inc.;;;;
CMRX;Chimerix Inc. Common Stock;United States;2013;Health Care;Major Pharmaceuticals
CMS;CMS Energy Corporation Common Stock;United States;;Public Utilities;Power Generation
CMS.PRB;CMS Energy Corporation;;;;
CMSA;CMS Energy Corporation 5.625% Junior Subordinated Notes due 2078;United States;2018;Public Utilities;Power Generation
CMSC;CMS Energy Corporation 5.875% Junior Subordinated Notes due 2078;United States;2018;Public Utilities;Power Generation
CMSD;CMS Energy Corporation 5.875% Junior Subordinated Notes due 2079;United States;2019;Public Utilities;Power Generation
CMT;Core Molding Technologies Inc Common Stock;United States;;Consumer Non-Durables;Plastic Products
CMTL;Comtech Telecommunications Corp. Common Stock;United States;;Technology;Radio And Television Broadcasting And Communications Equipment
CMU;MFS Municipal Income Trust Common Stock;United States;1987;;
CNA;CNA Financial Corporation Common Stock;United States;;Finance;Property-Casualty Insurers
CNBKA;Century Bancorp Inc. Class A Common Stock;United States;1987;Finance;Major Banks
CNC;Centene Corporation Common Stock;United States;;Health Care;Medical Specialities
CNCE;Concert Pharmaceuticals Inc. Common Stock;United States;2014;Health Care;Major Pharmaceuticals
CND;Concord Acquisition Corp. Class A Common Stock;;2021;;
CND.U;Concord Acquisition Corp. Units each consisting of one share of Class A Common Stock and one-half of one Warrant;;2020;;
CND.WS;Concord Acquisition Corp. Warrants each whole warrant exercisable for one share of Class A Common Stock at an exercise price of $11.50;;;;
CNDT;Conduent Incorporated Common Stock ;United States;;Miscellaneous;Business Services
CNET;ZW Data Action Technologies Inc. Common Stock;China;;Technology;Computer Software: Programming Data Processing
CNF;CNFinance Holdings Limited American Depositary Shares each representing  twenty (20) Ordinary Shares;;2018;Finance;Finance: Consumer Services
CNFR;Conifer Holdings Inc. Common Stock;United States;2015;Finance;Property-Casualty Insurers
CNFRL;Conifer Holdings Inc. 6.75% Senior Unsecured Notes due 2023;United States;;Finance;Property-Casualty Insurers
CNHI;CNH Industrial N.V. Common Shares;;2013;Capital Goods;Construction/Ag Equipment/Trucks
CNI;Canadian National Railway Company Common Stock;Canada;;Transportation;Railroads
CNK;Cinemark Holdings Inc Cinemark Holdings Inc. Common Stock;United States;2007;Consumer Services;Movies/Entertainment
CNMD;CONMED Corporation Common Stock;United States;1987;Health Care;Biotechnology: Electromedical & Electrotherapeutic Apparatus
CNNB;Cincinnati Bancorp Inc. Common Stock;United States;2020;Finance;Savings Institutions
CNNE;Cannae Holdings Inc. Common Stock;;2017;Consumer Services;Restaurants
CNO;CNO Financial Group Inc. Common Stock;United States;;Finance;Accident &Health Insurance
CNO.PRA;CNO Financial Group Inc.;;;;
CNOB;ConnectOne Bancorp Inc. Common Stock;United States;;Finance;Major Banks
CNP;CenterPoint Energy Inc (Holding Co) Common Stock;United States;;Public Utilities;Electric Utilities: Central
CNP.PRB;CenterPoint Energy Inc.;;;;
CNQ;Canadian Natural Resources Limited Common Stock;Canada;;Energy;Oil & Gas Production
CNR;Cornerstone Building Brands Inc. Common Stock;United States;;Capital Goods;Metal Fabrications
CNS;Cohen & Steers Inc Common Stock;United States;2004;Finance;Investment Managers
CNSL;Consolidated Communications Holdings Inc. Common Stock;United States;2005;Public Utilities;Telecommunications Equipment
CNSP;CNS Pharmaceuticals Inc. Common Stock;United States;2019;Health Care;Major Pharmaceuticals
CNST;Constellation Pharmaceuticals Inc. Common Stock;United States;2018;Health Care;Major Pharmaceuticals
CNTG;Centogene N.V. Common Shares;Germany;2019;Health Care;Medical Specialities
CNTY;Century Casinos Inc. Common Stock;United States;;Consumer Services;Hotels/Resorts
CNX;CNX Resources Corporation Common Stock;United States;1999;Energy;Oil & Gas Production
CNXC;Concentrix Corporation Common Stock;United States;;Miscellaneous;Business Services
CNXN;PC Connection Inc. Common Stock;United States;;Consumer Services;Catalog/Specialty Distribution
CO;Global Cord Blood Corporation Common Stock;Hong Kong;;Health Care;Misc Health and Biotechnology Services
COCP;Cocrystal Pharma Inc. Common Stock;United States;;Health Care;Major Pharmaceuticals
CODA;Coda Octopus Group Inc. Common stock;United States;;Capital Goods;Industrial Machinery/Components
CODI;D/B/A Compass Diversified Holdings Shares of Beneficial Interest;United States;2006;Consumer Durables;Home Furnishings
CODI.PRA;Compass Diversified ;;;;
CODI.PRB;Compass Diversified ;;;;
CODI.PRC;Compass Diversified ;;;;
CODX;Co-Diagnostics Inc. Common Stock;United States;2017;Health Care;Medical/Dental Instruments
COE;China Online Education Group American depositary shares each representing 15 Class A ordinary shares;China;2016;Consumer Services;Other Consumer Services
COF;Capital One Financial Corporation Common Stock;United States;1994;Finance;Major Banks
COF.PRG;Capital One Financial Corporation;;;;
COF.PRH;Capital One Financial Corporation;;;;
COF.PRI;Capital One Financial Corporation;;;;
COF.PRJ;Capital One Financial Corporation;;;;
COF.PRK;Capital One Financial Corporation;;;;
COFS;ChoiceOne Financial Services Inc. Common Stock;United States;;Finance;Major Banks
COG;Cabot Oil & Gas Corporation Common Stock;United States;1990;Energy;Oil & Gas Production
COGT;Cogent Biosciences Inc. Common Stock;United States;2018;Health Care;Major Pharmaceuticals
COHN;Cohen & Company Inc.;United States;;Finance;Investment Bankers/Brokers/Service
COHR;Coherent Inc. Common Stock;United States;;Capital Goods;Biotechnology: Laboratory Analytical Instruments
COHU;Cohu Inc. Common Stock;United States;;Capital Goods;Electrical Products
COKE;Coca-Cola Consolidated Inc. Common Stock;United States;1972;Consumer Non-Durables;Beverages (Production/Distribution)
COLB;Columbia Banking System Inc. Common Stock;United States;1992;Finance;Major Banks
COLD;Americold Realty Trust Common Shares;United States;2018;Consumer Services;Real Estate Investment Trusts
COLL;Collegium Pharmaceutical Inc. Common Stock;United States;2015;Health Care;Major Pharmaceuticals
COLM;Columbia Sportswear Company Common Stock;United States;1998;Consumer Non-Durables;Apparel
COMM;CommScope Holding Company Inc. Common Stock;United States;2013;Technology;Radio And Television Broadcasting And Communications Equipment
COMS;ComSovereign Holding Corp. Common Stock;United States;;Capital Goods;Aerospace
COMSW;ComSovereign Holding Corp. Warrants;United States;;Capital Goods;Aerospace
CONE;CyrusOne Inc Common Stock;United States;2013;Consumer Services;Real Estate Investment Trusts
CONN;Conn's Inc. Common Stock;United States;2003;Consumer Services;Consumer Electronics/Video Chains
CONX;CONX Corp. Class A Common Stock;United States;2020;Finance;Business Services
CONXU;CONX Corp. Unit;United States;2020;Finance;Business Services
CONXW;CONX Corp. Warrant;United States;2020;Finance;Business Services
COO;The Cooper Companies Inc. Common Stock;United States;;Health Care;Ophthalmic Goods
COOLU;Corner Growth Acquisition Corp. Unit;United States;2020;Finance;Business Services
COOP;Mr. Cooper Group Inc. Common Stock;United States;;Finance;Finance: Consumer Services
COP;ConocoPhillips Common Stock;United States;;Energy;Integrated oil Companies
COR;CoreSite Realty Corporation Common Stock;United States;2010;Consumer Services;Real Estate Investment Trusts
CORE;Core Mark Holding Co Inc Common Stock;United States;;Consumer Non-Durables;Food Distributors
CORR;CorEnergy Infrastructure Trust Inc. Common Stock;United States;;Consumer Services;Real Estate Investment Trusts
CORR.PRA;CorEnergy Infrastructure Trust Inc.;;;;
CORT;Corcept Therapeutics Incorporated Common Stock;United States;2004;Health Care;Major Pharmaceuticals
COST;Costco Wholesale Corporation Common Stock;United States;;Consumer Services;Department/Specialty Retail Stores
COTY;Coty Inc. Class A Common Stock;United States;2013;Consumer Non-Durables;Package Goods/Cosmetics
COUP;Coupa Software Incorporated Common Stock;United States;2016;Technology;Computer Software: Prepackaged Software
COWN;Cowen Inc. Class A Common Stock;United States;;Finance;Investment Bankers/Brokers/Service
COWNL;Cowen Inc. 7.75% Senior Notes due 2033;United States;;Finance;Investment Bankers/Brokers/Service
COWNZ;Cowen Inc. 7.35% Senior Notes Due 2027;United States;;Finance;Investment Bankers/Brokers/Service
CP;Canadian Pacific Railway Limited Common Stock;Canada;;Transportation;Railroads
CPA;Copa Holdings S.A. Copa Holdings S.A. Class A Common Stock;Panama;2005;Transportation;Air Freight/Delivery Services
CPAC;Cementos Pacasmayo S.A.A. American Depositary Shares (Each representing five Common Shares);Peru;;Capital Goods;Building Materials
CPAH;CounterPath Corporation Common Stock;Canada;;Technology;Computer Software: Prepackaged Software
CPB;Campbell Soup Company Common Stock;United States;;Consumer Non-Durables;Packaged Foods
CPE;Callon Petroleum Company Common Stock;United States;;Energy;Oil & Gas Production
CPF;Central Pacific Financial Corp New;United States;;Finance;Major Banks
CPG;Crescent Point Energy Corporation Ordinary Shares (Canada);Canada;;Energy;Oil & Gas Production
CPHC;Canterbury Park Holding Corporation 'New' Common Stock;United States;;Consumer Services;Services-Misc. Amusement & Recreation
CPHI;China Pharma Holdings Inc. Common Stock;China;;Health Care;Major Pharmaceuticals
CPIX;Cumberland Pharmaceuticals Inc. Common Stock;United States;2009;Health Care;Major Pharmaceuticals
CPK;Chesapeake Utilities Corporation Common Stock;United States;;Public Utilities;Oil & Gas Production
CPLG;CorePoint Lodging Inc. Common Stock ;;2018;Consumer Services;Real Estate Investment Trusts
CPLP;Capital Product Partners L.P. Common Units;Greece;2007;Transportation;Marine Transportation
CPRI;Capri Holdings Limited Ordinary Shares;Hong Kong;2011;Consumer Non-Durables;Apparel
CPRT;Copart Inc. (DE) Common Stock;United States;1994;Consumer Durables;Automotive Aftermarket
CPRX;Catalyst Pharmaceuticals Inc. Common Stock;United States;2006;Health Care;Major Pharmaceuticals
CPS;Cooper-Standard Holdings Inc. Common Stock;United States;;Capital Goods;Auto Parts:O.E.M.
CPSH;CPS Technologies Corp. Common Stock;United States;;Capital Goods;Building Materials
CPSI;Computer Programs and Systems Inc. Common Stock;United States;2002;Technology;EDP Services
CPSR;Capstar Special Purpose Acquisition Corp. Class A Common Stock;;2020;Finance;Business Services
CPSR.U;Capstar Special Purpose Acquisition Corp. Units each consisting of one share of Class A Common Stock and one-half of one Warrant;;2020;;
CPSR.WS;Capstar Special Purpose Acquisition Corp. Warrants each whole warrant exercisable for one share of Class A Common Stock at an exercise price of $11.50;;;;
CPSS;Consumer Portfolio Services Inc. Common Stock;United States;1992;Finance;Finance: Consumer Services
CPST;Capstone Turbine Corporation Common Stock;United States;2000;Energy;Industrial Machinery/Components
CPT;Camden Property Trust Common Stock;United States;1993;Consumer Services;Real Estate Investment Trusts
CPTA;Capitala Finance Corp. Common Stock;United States;2013;;
CPTAG;Capitala Finance Corp. 5.75% Convertible Notes Due 2022;United States;;;
CPTAL;Capitala Finance Corp. 6% Notes Due 2022;United States;;;
CPZ;Calamos Long/Short Equity & Dynamic Income Trust Common Stock;United States;2019;;
CQP;Cheniere Energy Partners LP Cheniere Energy Partners LP Common Units;United States;2007;Public Utilities;Oil/Gas Transmission
CR;Crane Co. Common Stock;United States;;Capital Goods;Metal Fabrications
CRAI;CRA International Inc. Common Stock;United States;1998;Miscellaneous;Other Consumer Services
CRBP;Corbus Pharmaceuticals Holdings Inc. Common Stock;United States;;Health Care;Major Pharmaceuticals
CRC;California Resources Corporation Common Stock;;2020;Energy;Oil & Gas Production
CRD/A;Crawford & Company;United States;;;
CRD/B;Crawford & Company;United States;;;
CRDF;Cardiff Oncology Inc. Common Stock;United States;;Health Care;Biotechnology: Biological Products (No Diagnostic Substances)
CREE;Cree Inc. Common Stock;United States;1993;Technology;Semiconductors
CREG;China Recycling Energy Corporation Common Stock;China;;Miscellaneous;Business Services
CRESY;Cresud S.A.C.I.F. y A. American Depositary Shares;Argentina;1997;Finance;Real Estate
CREX;Creative Realities Inc. Common Stock;United States;;Technology;EDP Services
CREXW;Creative Realities Inc. Warrant;United States;;Technology;EDP Services
CRF;Cornerstone Total Return Fund Inc. (The) Common Stock;United States;;;
CRH;CRH PLC American Depositary Shares;Ireland;;Capital Goods;Building Materials
CRHC;Cohn Robbins Holdings Corp. Class A Ordinary Shares;United States;2020;Finance;Business Services
CRHC.U;Cohn Robbins Holdings Corp. Units each consisting of one Class A ordinary share and one-third of one redeemable warrant;United States;2020;;
CRHC.WS;Cohn Robbins Holdings Corp. Redeemable warrants each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50;United States;;;
CRHM;CRH Medical Corporation Common Shares of Beneficial Interest;;2015;Health Care;Medical/Nursing Services
CRI;Carter's Inc. Common Stock;United States;2003;Consumer Non-Durables;Apparel
CRIS;Curis Inc. Common Stock;United States;;Health Care;Biotechnology: Biological Products (No Diagnostic Substances)
CRK;Comstock Resources Inc. Common Stock;United States;;Energy;Oil & Gas Production
CRKN;Crown Electrokinetics Corp. Common Stock;United States;;;
CRL;Charles River Laboratories International Inc. Common Stock;United States;2000;Health Care;Biotechnology: Commercial Physical & Biological Resarch
CRM;Salesforce.com Inc Common Stock;United States;2004;Technology;Computer Software: Prepackaged Software
CRMD;CorMedix Inc. Common Stock;United States;;Health Care;Major Pharmaceuticals
CRMT;America's Car-Mart Inc Common Stock;United States;;Consumer Durables;Automotive Aftermarket
CRNC;Cerence Inc. Common Stock;United States;;Technology;Computer Software: Prepackaged Software
CRNT;Ceragon Networks Ltd. Ordinary Shares;Israel;;Technology;Radio And Television Broadcasting And Communications Equipment
CRNX;Crinetics Pharmaceuticals Inc. Common Stock;United States;2018;Health Care;Major Pharmaceuticals
CRON;Cronos Group Inc. Common Share;Canada;;Consumer Durables;Specialty Chemicals
CROX;Crocs Inc. Common Stock;United States;2006;Consumer Non-Durables;Shoe Manufacturing
CRS;Carpenter Technology Corporation Common Stock;United States;;Basic Industries;Steel/Iron Ore
CRSA;Crescent Acquisition Corp Class A Common Stock;United States;2019;Consumer Services;Services-Misc. Amusement & Recreation
CRSAU;Crescent Acquisition Corp Unit;United States;2019;Consumer Services;Services-Misc. Amusement & Recreation
CRSAW;Crescent Acquisition Corp Warrant;United States;2019;Consumer Services;Services-Misc. Amusement & Recreation
CRSP;CRISPR Therapeutics AG Common Shares;Switzerland;2016;Health Care;Biotechnology: Biological Products (No Diagnostic Substances)
CRSR;Corsair Gaming Inc. Common Stock;United States;2020;Technology;Computer peripheral equipment
CRT;Cross Timbers Royalty Trust Common Stock;United States;1992;Energy;Oil & Gas Production
CRTD;Creatd Inc. Common Stock;United States;;Consumer Services;Movies/Entertainment
CRTDW;Creatd Inc. Warrant;United States;;Consumer Services;Movies/Entertainment
CRTO;Criteo S.A. American Depositary Shares;France;2013;Technology;Advertising
